Раздел Меню;Ссылка;Группа;Ссылка;Анализ;Ссылка;Наименование;Ссылка;Артикул;Цена;Акция;Готовность
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры воспаления;https://www.invitro.ru/analizes/for-doctors/samara/2569/;Антистрептолизин-О (АСЛ-О, Antistreptolysin-O, ASO);https://www.invitro.ru/analizes/for-doctors/samara/2569/2240/;42;435;Без акции;1 календарный день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры воспаления;https://www.invitro.ru/analizes/for-doctors/samara/2569/;С-реактивный белок (СРБ, CRP);https://www.invitro.ru/analizes/for-doctors/samara/2569/2241/;43;375;Без акции;1 календарный день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры воспаления;https://www.invitro.ru/analizes/for-doctors/samara/2569/;Альфа-2-макроглобулин (alpha-2-macroglobulin, a2-Macroglobulin, A2M, а2M);https://www.invitro.ru/analizes/for-doctors/samara/2569/10954/;1210;520;Без акции;1 календарный день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры воспаления;https://www.invitro.ru/analizes/for-doctors/samara/2569/;Альфа-1-антитрипсин, концентрация  (А1АТ, Alpha-1-Antitrypsin сoncentration, A1-Antitrypsin, A1A, AAT);https://www.invitro.ru/analizes/for-doctors/samara/2569/30648/;1200A1AT;1 530;Без акции;до 11 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры воспаления;https://www.invitro.ru/analizes/for-doctors/samara/2569/;Альфа-1-антитрипсин, фенотипирование (Alpha-1-Antitrypsin Phenotyping);https://www.invitro.ru/analizes/for-doctors/samara/2569/30649/;832A1A;2 840;Без акции;до 17 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры воспаления;https://www.invitro.ru/analizes/for-doctors/samara/2569/;Высокочувствительный С-реактивный белок (кардио), (СРБ высокочувствительный, high sensitivity CRP, hs-CRP);https://www.invitro.ru/analizes/for-doctors/samara/2569/53092/;1643;630;Без акции;1 календарный день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры воспаления;https://www.invitro.ru/analizes/for-doctors/samara/2569/;Прокальцитонин (Procalcitonin);https://www.invitro.ru/analizes/for-doctors/samara/2569/57132/;1700;1 985;Без акции;1 календарный день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры воспаления;https://www.invitro.ru/analizes/for-doctors/samara/2569/;Эозинофильный катионный белок, ImmunoCAP® (Eosinophil Cationic Protein, ImmunoCAP® ECP);https://www.invitro.ru/analizes/for-doctors/samara/2569/69600/;6948;1 490;Без акции;до 5 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры метаболизма костной ткани и остеопороза;https://www.invitro.ru/analizes/for-doctors/samara/494/;Остеокальцин (Osteocalcin, костный Gla белок, Bone Gla protein, BGP);https://www.invitro.ru/analizes/for-doctors/samara/494/2246/;146;845;Без акции;1 календарный день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры метаболизма костной ткани и остеопороза;https://www.invitro.ru/analizes/for-doctors/samara/494/;Beta-Cross laps (С-концевые телопептиды коллагена I типа, продукт деградации коллагена в результате костной резорбции, b-CrossLaps сыворотки крови, С-терминальный телопептид сыворотки, СТ, b-CrossLaps serum, b-СTx serum);https://www.invitro.ru/analizes/for-doctors/samara/494/2475/;203;1 120;Без акции;до 3 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Маркёры метаболизма костной ткани и остеопороза;https://www.invitro.ru/analizes/for-doctors/samara/494/;Маркёр формирования костного матрикса P1NP (N-терминальный пропептид проколлагена 1 типа, Total P1NP);https://www.invitro.ru/analizes/for-doctors/samara/494/2476/;204;1 775;Без акции;1 календарный день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Апиксабан, концентрация (Apixaban Level);https://www.invitro.ru/analizes/for-doctors/samara/490/68821/;1415;1 499;Без акции;до 2 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Ривароксабан, концентрация (Rivaroxaban Level);https://www.invitro.ru/analizes/for-doctors/samara/490/68822/;1416;1 599;Без акции;до 2 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Вальпроевая кислота (Депакин, Конвулекс, Acidum Valproicum, Depakin, Convulexs);https://www.invitro.ru/analizes/for-doctors/samara/2570/2252/;90;1 540;Без акции;1 рабочий день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Карбамазепин (Финлепсин, Тегретол, Сarbamazepine, Tegretol);https://www.invitro.ru/analizes/for-doctors/samara/2570/2250/;91;3 095;Без акции;1 рабочий день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Фенитоин (Дифенин, Дилантин, Phenytoin);https://www.invitro.ru/analizes/for-doctors/samara/2570/2253/;89;1 530;Без акции;до 4 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Фенобарбитал (Люминал, Phenobarbitalum);https://www.invitro.ru/analizes/for-doctors/samara/2570/2251/;88;3 035;Без акции;1 календарный день
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Циклоспорин (Cyclosporine, Cyclosporine A, Sandimmune);https://www.invitro.ru/analizes/for-doctors/samara/2570/2759/;274;1 195;Без акции;до 3 календарных дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Эверолимус (Everolimus);https://www.invitro.ru/analizes/for-doctors/samara/2570/58697/;1633;4 035;Без акции;до 5 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Ламотриджин, лекарственный мониторинг (Lamotrigine);https://www.invitro.ru/analizes/for-doctors/samara/2570/11368/;917;3 985;Без акции;до 4 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Определение лекарственных препаратов и психоактивных веществ;https://www.invitro.ru/analizes/for-doctors/samara/490/;Леветирацетам (Levetiracetam, KeppraR);https://www.invitro.ru/analizes/for-doctors/samara/2570/11376/;1271;3 985;Без акции;до 4 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Биогенные амины;https://www.invitro.ru/analizes/for-doctors/samara/3043/;Метанефрины свободные фракционированные, 24-часовая моча (Metanephrines fractionated, free, 24-h urine);https://www.invitro.ru/analizes/for-doctors/samara/3043/58494/;918;2 235;Без акции;до 4 рабочих дней
Анализы;https://www.invitro.ru/analizes/for-doctors/samara/;Биохимические исследования;https://www.invitro.ru/analizes/for-doctors/samara/140/;Специфические белки;https://www.invitro.ru/analizes/for-doctors/samara/489/;Углевод-дефицитный трансферрин с электрофореграммой (УДТ) (Carbohydrate-Deficient Transferrin with results on an electrophoregram (CDT));https://www.invitro.ru/analizes/for-doctors/samara/489/47191/;839;3 545;Без акции;до 4 рабочих дней
